yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
99972023,9997,2023,MO0950700,MO0950700,,N,N,,I,BERKELEY,BERKELEY,Berkeley,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,7989,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,26,3,29,2,5,7,3.5,4.5,2005-10-01,2020-10-01,2020-10-01,2021-01-01,2021-01-01,2021-01-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
99982023,9998,2023,MO0950800,MO0950800,,N,N,,I,BRECKENRIDGE HILLS,BRECKENRIDGE HILLS,Breckenridge Hills,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,4322,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2005-10-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
99992023,9999,2023,MO0950900,MO0950900,,N,N,,I,BRENTWOOD,BRENTWOOD,Brentwood,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,8041,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,31,1,32,2,0,2,4.1,4.2,2005-10-01,2020-02-01,2020-02-01,2020-06-01,2020-06-01,2020-06-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100002023,10000,2023,MO0950B00,MO0950B00,,N,N,,I,UNIV OF MO: ST. LOUIS,UNIV OF MO: ST. LOUIS,University of Missouri:,St. Louis,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,University or College,0,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,13,4,17,4,3,7,0,0,2005-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100012023,10001,2023,MO0950C00,MO0950C00,,N,N,,I,ST LOUIS COM COL:MERAMEC,ST LOUIS COM COL:MERAMEC,St. Louis Community College:,Meramec,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,University or College,0,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,24,8,32,2,3,5,0,0,2005-10-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100022023,10002,2023,MO0950D00,MO0950D00,,N,N,,I,LAMBERT-ST LOUIS INT AIR,LAMBERT-ST LOUIS INT AIR,Lambert-St. Louis International Airport,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,Other,0,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,2005-10-01,2020-12-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100042023,10004,2023,MO0950H00,MO0950H00,,N,N,,I,MARYLAND HEIGHTS,MARYLAND HEIGHTS,Maryland Heights,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,27530,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,75,4,79,6,14,20,2.9,3.6,2005-10-01,2020-11-01,2020-11-01,2021-02-01,2021-02-01,2021-02-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100062023,10006,2023,MO0951000,MO0951000,,N,N,,I,BRIDGETON,BRIDGETON,Bridgeton,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,11292,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2005-10-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100072023,10007,2023,MO0951100,MO0951100,,N,N,,I,CALVERTON PARK,CALVERTON PARK,Calverton Park,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1120,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,0,8,0,0,0,7.1,7.1,2005-10-01,2021-01-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100102023,10010,2023,MO0951400,MO0951400,,N,N,,I,CLAYTON,CLAYTON,Clayton,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,17023,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,43,4,47,5,4,9,2.8,3.3,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100122023,10012,2023,MO0951600,MO0951600,,N,N,,I,COUNTRY CLUB HILLS,COUNTRY CLUB HILLS,Country Club Hills,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,990,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100132023,10013,2023,MO0951800,MO0951800,,N,N,,I,CRESTWOOD,CRESTWOOD,Crestwood,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,12135,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,23,0,23,5,1,6,2.3,2.4,2005-10-01,2020-01-01,2020-01-01,2020-03-01,2020-03-01,2020-03-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100142023,10014,2023,MO0951900,MO0951900,,N,N,,I,CREVE COEUR,CREVE COEUR,Creve Coeur,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,18443,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,44,1,45,4,4,8,2.6,2.9,2005-10-01,2020-01-01,2020-01-01,2020-02-01,2020-02-01,2020-02-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100162023,10016,2023,MO0952200,MO0952200,,N,N,,I,DES PERES,DES PERES,Des Peres,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,9097,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,43,1,44,3,2,5,5.1,5.4,2005-10-01,2020-01-01,2020-01-01,2020-03-01,2020-03-01,2020-03-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100172023,10017,2023,MO0952300,MO0952300,,N,N,,I,EDMUNDSON,EDMUNDSON,Edmundson,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,842,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,11,0,11,0,1,1,13.1,14.3,2005-10-01,2016-12-01,2016-12-01,2019-02-01,2016-12-01,2016-12-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100182023,10018,2023,MO0952500,MO0952500,,N,N,,I,ELLISVILLE,ELLISVILLE,Ellisville,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,9798,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100192023,10019,2023,MO0952600,MO0952600,,N,N,,I,EUREKA,EUREKA,Eureka,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,13242,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,24,0,24,1,4,5,1.9,2.2,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,"JEFFERSON, ST LOUIS","St. Louis, MO-IL",Y,Y,Y
100212023,10021,2023,MO0952800,MO0952800,,N,N,,I,FERGUSON,FERGUSON,Ferguson,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,17972,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,22,3,25,8,2,10,1.7,1.9,2005-10-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100232023,10023,2023,MO0953000,MO0953000,,N,N,,I,FLORISSANT,FLORISSANT,Florissant,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,51045,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,N,,,,,,,,,2005-10-01,2020-10-01,2020-10-01,2020-12-01,2020-12-01,2020-12-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100242023,10024,2023,MO0953100,MO0953100,,N,N,,I,FRONTENAC,FRONTENAC,Frontenac,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,4055,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,19,1,20,0,0,0,4.7,4.9,2005-10-01,2019-10-01,2019-10-01,2019-10-01,2019-10-01,2019-10-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100252023,10025,2023,MO0953200,MO0953200,,N,N,,I,GLENDALE,GLENDALE,Glendale,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,6031,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,0,11,0,0,0,1.8,1.8,2005-10-01,2021-02-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100292023,10029,2023,MO0953800,MO0953800,,N,N,,I,HAZELWOOD,HAZELWOOD,Hazelwood,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,24861,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2005-10-01,2020-02-01,2020-02-01,2020-03-01,2020-03-01,2020-03-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100302023,10030,2023,MO0953900,MO0953900,,N,N,,I,HILLSDALE,HILLSDALE,Hillsdale,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1180,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100332023,10033,2023,MO0954300,MO0954300,,N,N,,I,KIRKWOOD,KIRKWOOD,Kirkwood,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,29193,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,N,,,,,,,,,2005-10-01,2020-01-01,2020-01-01,2020-02-01,2020-02-01,2020-02-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100342023,10034,2023,MO0954400,MO0954400,,N,N,,I,LADUE,LADUE,Ladue,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,8869,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,22,2,24,5,1,6,3.0,3.4,2005-10-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100352023,10035,2023,MO0954500,MO0954500,,N,N,,I,LAKESHIRE,LAKESHIRE,Lakeshire,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1509,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,0,0,2.7,2.7,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100362023,10036,2023,MO0954700,MO0954700,,N,N,,I,MANCHESTER,MANCHESTER,Manchester,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,17957,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,33,0,33,3,4,7,2.0,2.2,2005-10-01,2021-01-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100372023,10037,2023,MO0954800,MO0954800,,N,N,,I,MAPLEWOOD,MAPLEWOOD,Maplewood,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,8022,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,26,0,26,6,1,7,4.0,4.1,2005-10-01,2020-01-01,2020-01-01,2020-02-01,2020-02-01,2020-02-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100392023,10039,2023,MO0955100,MO0955100,,N,N,,I,MOLINE ACRES,MOLINE ACRES,Moline Acres,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2093,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,1,6,0,1,1,2.4,3.3,2005-10-01,2020-02-01,2020-02-01,2020-04-01,2020-04-01,2020-04-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100402023,10040,2023,MO0955200,MO0955200,,N,N,,I,NORMANDY,NORMANDY,Normandy,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,8608,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,21,0,21,4,1,5,2.9,3.0,2005-10-01,2020-01-01,2020-01-01,2020-03-01,2020-03-01,2020-03-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100412023,10041,2023,MO0955300,MO0955300,,N,N,,I,NORTHWOODS,NORTHWOODS,Northwoods,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,3832,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,1,2,3,2.9,3.4,2005-10-01,2021-02-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100422023,10042,2023,MO0955500,MO0955500,,N,N,,I,OLIVETTE,OLIVETTE,Olivette,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,8337,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,18,0,18,4,1,5,2.6,2.8,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100432023,10043,2023,MO0955600,MO0955600,,N,N,,I,OVERLAND,OVERLAND,Overland,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,15469,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,31,1,32,7,5,12,2.5,2.8,2005-10-01,2016-12-01,2016-12-01,2019-05-01,2017-02-01,2017-02-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100442023,10044,2023,MO0955700,MO0955700,,N,N,,I,PAGEDALE,PAGEDALE,Pagedale,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2499,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,17,4,21,2,6,8,7.6,11.6,2005-10-01,2020-01-01,2020-01-01,2020-02-01,2020-02-01,2020-02-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100492023,10049,2023,MO0956200,MO0956200,,N,N,,I,RICHMOND HEIGHTS,RICHMOND HEIGHTS,Richmond Heights,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,9038,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,37,0,37,2,1,3,4.3,4.4,2005-10-01,2020-01-01,2020-01-01,2020-02-01,2020-02-01,2020-02-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100502023,10050,2023,MO0956300,MO0956300,,N,N,,I,RIVERVIEW,RIVERVIEW,Riverview,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2322,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2020-02-01,2020-02-01,2020-05-01,2020-05-01,2020-05-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100512023,10051,2023,MO0956400,MO0956400,,N,N,,I,ROCK HILL,ROCK HILL,Rock Hill,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,4636,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,0,9,1,1,2,2.2,2.4,2005-10-01,2020-11-01,2020-11-01,2020-12-01,2020-12-01,2020-12-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100522023,10052,2023,MO0956500,MO0956500,,N,N,,I,ST. ANN,ST. ANN,St. Ann,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,12637,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,40,15,55,3,12,15,3.4,5.5,2005-10-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100542023,10054,2023,MO0956700,MO0956700,,N,N,,I,ST. JOHN,ST. JOHN,St. John,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,6451,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2005-10-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100562023,10056,2023,MO0956900,MO0956900,,N,N,,I,SHREWSBURY,SHREWSBURY,Shrewsbury,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,6231,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2005-10-01,2020-09-01,2020-09-01,2020-10-01,2020-10-01,2020-10-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100572023,10057,2023,MO0957000,MO0957000,,N,N,,I,SUNSET HILLS,SUNSET HILLS,Sunset Hills,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,9016,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,24,3,27,1,4,5,2.8,3.5,2005-10-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100592023,10059,2023,MO0957200,MO0957200,,N,N,,I,TOWN AND COUNTRY,TOWN AND COUNTRY,Town and Country,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,11554,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,21,0,21,6,1,7,2.3,2.4,2005-10-01,2020-01-01,2020-01-01,2020-06-01,2020-06-01,2020-06-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100602023,10060,2023,MO0957300,MO0957300,,N,N,,I,UNIVERSITY CITY,UNIVERSITY CITY,University City,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,34040,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,46,12,58,12,16,28,1.7,2.5,2005-10-01,2020-04-01,2020-04-01,2021-01-01,2021-01-01,2021-01-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100622023,10062,2023,MO0957500,MO0957500,,N,N,,I,VELDA CITY,VELDA CITY,Velda City,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1236,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,0,0,0,4.0,4.0,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100642023,10064,2023,MO0957700,MO0957700,,N,N,,I,VINITA PARK,VINITA PARK,Vinita Park,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,8786,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,41,0,41,4,2,6,5.1,5.3,2005-10-01,2021-01-01,2021-01-01,2021-03-01,2021-03-01,2021-03-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100652023,10065,2023,MO0957900,MO0957900,,N,N,,I,WARSON WOODS,WARSON WOODS,Warson Woods,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1975,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-01-01,2021-09-01,2021-09-01,2021-09-01,2021-09-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100662023,10066,2023,MO0958000,MO0958000,,N,N,,I,WEBSTER GROVES,WEBSTER GROVES,Webster Groves,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,23423,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,37,0,37,3,2,5,1.7,1.8,2005-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100692023,10069,2023,MO0958400,MO0958400,,N,N,,I,WOODSON TERRACE,WOODSON TERRACE,Woodson Terrace,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,3860,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,17,0,17,0,2,2,4.4,4.9,2005-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
100752023,10075,2023,MO0959A00,MO0959A00,,N,N,,I,CHESTERFIELD,CHESTERFIELD,Chesterfield,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,49019,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,77,3,80,12,12,24,1.8,2.1,2005-10-01,2020-04-01,2020-04-01,2020-04-01,2020-04-01,2020-04-01,N,ST LOUIS,"St. Louis, MO-IL",Y,Y,Y
